filename,title,artist,year,lyrics,duration,youtube_id,label,artist_overlap,target,skip_time,no_vocal
real_00732,Love It If We Made It,The 1975,2018,"[Verse 1]
We're fucking in a car, shooting heroin
Saying controversial things just for the hell of it
Selling melanin and then suffocate the black men
Start with misdemeanours and we'll make a business out of them
And we can find out the information
Access all the applications
That are hardening positions based on miscommunication
Oh, fuck your feelings
Truth is only hearsay
We're just left to decay
Modernity has failed us

[Chorus]
And I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it

[Verse 2]
And poison me, daddy
I got the Jones right through my bones
Write it on a piece of stone
A beach of drowning three-year olds
Rest in peace Lil Peep
The poetry is in the streets
Jesus save us
Modernity has failed us
[Chorus]
And I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it
Yes, I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
I'd love it if we made it

Tell me something I didn't know

[Bridge]
Consultation
Degradation
Fossil fueling
Masturbation
Immigration
Liberal kitsch
Kneeling on a pitch

[Verse 3]
""I moved on her like a bitch!""
Excited to be indicted
Unrequited house with seven pools
""Thank you Kanye, very cool!""
The war has been incited
And guess what, you're all invited
And you're famous
Modernity has failed us
[Outro]
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
Tell me something I didn't know
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it
And I'd love it if we made it",240.084,5mY0gD4MPvA,real,,0,15.47159375,False
real_00733,Faneto,Chief Keef,2014,"[Intro]
Ayy, gang, gang, nigga
Gang, gang, nigga, nigga
(Sosa on the beat)
Gang in this bitch, gang in this bitch, nigga
Gang in this bitch, gang in this bitch, nigga
Ayy, ayy, ayy, ayy
(Gang in this bitch, nigga)
Gang, bang, nigga
(Gang in this bitch, gang in this bitch, nigga)
Bang, nigga (Bang, nigga)
Gang, nigga, ayy, ayy (Gang nigga, ayy, nigga)
Ayy, ayy (Bang, nigga)

[Chorus]
I'm a gorilla in a fuckin' coupe, finna pull up to the zoo, nigga
Who, nigga? Who the fuck is you? I don't know, nigga
No, nigga, pull up on your block, we gon' blow, nigga
Go, nigga, run, nigga, run for the po', nigga (Police, nigga)
Gas what I smoke, nigga (Nigga, smoke)
Feds at my door, jump out the window, nigga (The window)
No, you can't get no money, silly ho (Silly ho)
I just hit a stain, faneto (Faneto)
[Post-Chorus]
Ayy, ayy, ayy, ayy, ayy, ayy, ayy, ayy, faneto

[Verse 1]
Talkin' out his neck, pistol to his throat (To his throat, bang)
Blow this motherfucker, he gon' choke (Rawr, bang)
On the ground, on the floor
Someone pick him up, take him to the morgue (To the fuckin' thang)
I'm ridin' through New York (Skrrt-skrrt, bang, bang)
Finna go and shoot New Jersey up (Bang, bang, bang, bang)
Tryna take my chain, I ain't goin' (I ain't goin', nigga)
We gon' come and blow New Jersey up (Bang, bang, bang)
You want something? Hurry up (Bang, nigga)
Buy, try to rob, bitch, we 30'd up (30d up, bang, bang)
Just left Wokcano, bitch, I'm Curried up (Curried up, gang, gang)
Cheese in my pockets, Velveeta (Velveeta)

[Pre-Chorus]
Ayy, ayy, ayy, ayy

[Chorus]
I'm a gorilla in a fuckin' coupe, finna pull up to the zoo, nigga
Who, nigga? Who the fuck is you? I don't know, nigga
No, nigga, pull up on your block, we gon' blow, nigga
Go, nigga, run, nigga, run for the po', nigga (Police, nigga)
Gas what I smoke, nigga (Nigga, smoke)
Feds at my door, jump out the window, nigga (The window)
No, you can't get no money, silly ho (Silly ho)
I just hit a stain, faneto (Faneto)
[Post-Chorus]
Fine—, ayy, fine—, ayy

[Verse 2]
I just hit a stain, fanagoe (Finesse)
I just hit a stain, faneto (Finesse)
I just got twenty for a fuckin' four (Twenty bands, nigga)
I spent that shit on a fuckin' coat (On my motherfuckin' coat)
Ripped my ear, now I got one earlobe (Bling, bling)
But I'ma still put some diamonds on it (Gang, gang, bling, bling)
Baby girl, these diamonds are not phony (They not phony, huh?)
This car I got, it came from Barcelona (Barcelona, huh?)
These shoes I got, came from fuckin' Paris (Fifteen hun'?)
This bitch mad 'cause I don't do marriage (I don't want no marriage)
Let a nigga slide, no we don't do scary (Skrrt-skrrt, dah)
We tote pistols, no we don't do worry (Bang-bang, bang, bang, bang, bang)

[Chorus]
I'm a gorilla in a fuckin' coupe, finna pull up to the zoo, nigga
Who, nigga? Who the fuck is you? I don't know, nigga
No, nigga, pull up on your block, we gon' blow, nigga
Go, nigga, run, nigga, run for the po', nigga (Police, nigga)
Gas what I smoke, nigga (Nigga, smoke)
Feds at my door, jump out the window, nigga (The window)
No, you can't get no money, silly ho (Silly ho)
I just hit a stain, faneto (Faneto)
[Outro]
Ayy, Finesse",240.084,GtMVAcqOeoQ,real,,0,1.09409375,False
real_00734,Comfortably Numb,Pink Floyd,1979,"[Intro]

[Verse 1: Roger Waters]
Hello? (Hello, hello, hello)
Is there anybody in there?
Just nod if you can hear me
Is there anyone home?
Come on (Come on, come on), now
I hear you're feeling down
Well, I can ease your pain
And get you on your feet again
Relax (Relax, relax, relax)
I'll need some information first
Just the basic facts
Can you show me where it hurts?

[Pre-Chorus 1: David Gilmour]
There is no pain, you are receding
A distant ship, smoke on the horizon
You are only coming through in waves
Your lips move, but I can't hear what you're saying
When I was a child, I had a fever
My hands felt just like two balloons
Now I've got that feeling once again
I can't explain, you would not understand
This is not how I am
[Chorus: David Gilmour]
I have become comfortably numb

[Guitar Solo 1]

[Chorus: David Gilmour]
I have become comfortably numb

[Verse 2: Roger Waters]
Okay (Okay, okay, okay)
Just a little pinprick
There'll be no more
But you may feel a little sick
Can you stand up? (Stand up, stand up)
I do believe it's working, good
That'll keep you going through the show
Come on, it's time to go

[Pre-Chorus 2: David Gilmour]
There is no pain, you are receding
A distant ship, smoke on the horizon
You are only coming through in waves
Your lips move, but I can't hear what you're saying
When I was a child, I caught a fleeting glimpse
Out of the corner of my eye
I turned to look, but it was gone
I cannot put my finger on it now
The child is grown, the dream is gone
[Chorus: David Gilmour]
I have become comfortably numb

[Guitar Solo 2]",240.084,x-xTttimcNk,real,,0,7.52346875,False
real_00735,Cranes in the Sky,Solange,2016,"[Verse 1]
I tried to drink it away
I tried to put one in the air
I tried to dance it away
I tried to change it with my hair

[Verse 2]
I ran my credit card bill up
Thought a new dress would make it better
I tried to work it away
But that just made me even sadder

[Verse 3]
I tried to keep myself busy
I ran around in circles
Think I made myself dizzy
I slept it away, I sexed it away
I read it away
Away

[Refrain]
Away, away, away, away, away
Away, away, away, away, away
[Chorus]
Well it's like cranes in the sky
Sometimes I don't wanna feel those metal clouds
Yeah, it's like cranes in the sky
Sometimes I don't wanna feel those metal clouds

[Verse 4]
I tried to run it away
Thought then my head be feeling clearer
I traveled 70 states
Thought moving round make me feel better

[Verse 5]
I tried to let go my lover
Thought if I was alone then maybe I could recover
To write it away or cry it away
Don't you cry baby
Away

[Refrain]
Away, away, away, away, away
Away, away, away, away, away

[Chorus]
But it's like cranes in the sky
Sometimes I don't wanna feel those metal clouds
Yeah, it's like cranes in the sky
Sometimes I don't wanna feel those metal...
[Refrain]
Away, away, away, away, away
Away, away, away, away, away
Away, away, away, away, away
Away, away, away, away, away
Away, away, away, away, away
Away, away, away, away, away",240.084,S0qrinhNnOM,real,,0,27.65534375,False
real_00736,Gotta Go My Own Way,High School Musical Cast,2007,"[Intro: Gabriella]
Troy, listen

[Verse 1: Gabriella]
I gotta say what's on my mind
Somethin' about us doesn't seem right these days
Life keeps gettin' in the way
Whenever we try, somehow, the plan is always rearranged

[Pre-Chorus: Gabriella]
It's so hard to say
But I gotta do what's best for me
You'll be okay

[Chorus: Gabriella]
I've got to move on and be who I am
I just don't belong here, I hope you understand
We might find our place in this world someday
But at least for now
I gotta go my own way (My own way)
[Verse 2: Gabriella]
Don't wanna leave it all behind
But I get my hopes up
And I watch them fall every time
Another color turns to gray
And it's just too hard to watch it all slowly fade away

[Pre-Chorus: Gabriella]
I'm leavin' today
'Cause I gotta do what's best for me
You'll be okay

[Chorus: Gabriella]
I've got to move on and be who I am
I just don't belong here, I hope you understand
We might find our place in this world someday
But at least for now
I gotta go my own way

[Bridge: Troy, Gabriella & Both]
What about us?
What about everything we've been through?
And what about trust?
You know I never wanted to hurt you
And what about me?
What am I supposed to do?
I gotta leave but I'll miss you, oh
[Chorus: Gabriella & Troy]
So, I've got to move on and be who I am
(Why do you have to go?)
I just don't belong here, I hope you understand
(I'm trying to understand)
We might find our place in this world someday
But at least for now
(I want you to stay)
I gotta go my own way
I've got to move on and be who I am
(What about us?)
I just don't belong here, I hope you understand
(I'm trying to understand)
We might find our place in this world someday (World someday)
But at least for now
I gotta go my own way

[Outro: Gabriella]
I gotta go my own way
I gotta go my own way",224.28,pAzFRfzwT-g,real,,0,0.53721875,False
real_00737,Bruises,Lewis Capaldi,2017,"[Verse 1]
Counting days, counting days
Since my love up and got lost on me
And every breath that I've been taking
Since you left feels like a waste on me
I've been holding on to hope
That you'll come back when you can find some peace
'Cause every word that I've heard spoken
Since you left feels like a hollow street

[Pre-Chorus]
I've been told, I've been told to get you off my mind
But I hope I never lose the bruises that you left behind
Oh my lord, oh my lord, I need you by my side

[Chorus]
There must be something in the water
'Cause every day, it's getting colder
And if only I could hold you
You'd keep my head from going under
[Verse 2]
Maybe I, maybe I'm just being blinded
By the brighter side
Of what we had because it's over
Well, there must be something in the tide

[Pre-Chorus]
I've been told, I've been told to get you off my mind
But I hope I never lose the bruises that you left behind
Oh my lord, oh my lord, I need you by my side

[Chorus]
There must be something in the water
'Cause every day, it's getting colder
And if only I could hold you
You'd keep my head from going under

[Bridge]
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
Ooh-ooh-ooh-ooh-ooh
It's your love I'm lost in
Your love I'm lost in
Your love I'm lost in
And I'm tired of being so exhausted
Your love I'm lost in
Your love I'm lost in
Your love I'm lost in
Even though I'm nothing to you now
Even though I'm nothing to you now
[Chorus]
There must be something in the water
'Cause every day, it's getting colder
And if only I could hold you
You'd keep my head from going under
There must be something in the water
'Cause every day, it's getting colder
And if only I could hold you
You'd keep my head from going under",226.296,sKPVtDUSimQ,real,,0,6.15659375,False
real_00738,Sucker,Jonas Brothers,2019,"[Verse 1: Nick Jonas]
We go together
Better than birds of a feather, you and me
We change the weather, yeah
I'm feelin' heat in December when you're 'round me

[Pre-Chorus: Joe Jonas, Joe Jonas & Nick Jonas]
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

[Chorus: Nick Jonas, Nick Jonas & Joe Jonas]
I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (About you), about you (About you)
And you're makin' the typical me break my typical rules
It's true, I'm a sucker for you, yeah
[Verse 2: Nick Jonas]
Don't complicate it (Yeah)
'Cause I know you and you know everything about me
I can't remember (Yeah) all of the nights
I don't remember when you're 'round me (Oh, yeah, yeah)

[Pre-Chorus: Joe Jonas, Joe Jonas & Nick Jonas]
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious

[Chorus: Nick Jonas, Nick Jonas & Joe Jonas]
I'm a sucker for you
You say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (About you), about you (About you)
And you're makin' the typical me break my typical rules
It's true, I'm a sucker for you, yeah (Uh)

[Pre-Chorus: Joe Jonas, Joe Jonas & Nick Jonas]
(I'm a sucker for you)
I've been dancin' on top of cars and stumblin' out of bars
I follow you through the dark, can't get enough
You're the medicine and the pain, the tattoo inside my brain
And, baby, you know it's obvious
[Chorus: Nick Jonas, Nick Jonas & Joe Jonas]
I'm a sucker for you, yeah
Say the word and I'll go anywhere blindly
I'm a sucker for you, yeah
Any road you take, you know that you'll find me
I'm a sucker for all the subliminal things
No one knows about you (About you), about you (About you)
And you're makin' the typical me break my typical rules
It's true, I'm a sucker for you (Uh)
I'm a sucker for you",195.3,DV2oc4MX9zo,real,,0,3.86159375,False
real_00739,LUV,Tory Lanez,2016,"[Verse 1]
We ah sip the Henny for the day baby
Bad man, we no stray baby
Oops I done fell for your way baby
I know girl but, everyone falls...

[Pre-Chorus]
And I know from the first time, the first time
I seen your love, you got me baby
Even though girl I know that I will fall for you
You got to know that everyone falls
Oops I done fell so deep baby
Oops I want you for me baby
Oops I want you for me baby
Oops I done fell so deep cause...

[Chorus]
Everyone falls in love sometimes
I don't know 'bout you but it ain't a crime
Neefi let me love you, love you, love you for long time baby
Neefi let me touch you, neefi let me love you 'til the morning, oh
[Post-Chorus]
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me touch you
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me love you

[Verse 2]
We ah sip that Henny for the day baby
Come my, my way baby
Top down on the highway baby
And if you let me love you, wait
Shawty she ain't even got a visa
Out of town, one night teaser
Need to tell them other niggas ease up
I'm falling but everyone falls

[Pre-Chorus]
And I know from the first time, the first time
I seen your love, you got me baby
Even though girl I know that I will fall for you
You got to know that everyone falls
Oops I done fell too deep baby
Oops I think you got me baby
Oops I want you for me baby
I'm fallin' but
(But everyone falls...)
[Chorus]
Everyone falls in love sometimes
I don't know 'bout you but it ain't a crime
Neefi let me love you, love you, love you for long time baby
Neefi let me touch you, neefi let me love you 'til the morning, oh

[Post-Chorus]
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me touch you
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm

[Bridge]
And if you want me
And if you let me love you now
It's true what I need
Is someone for love me right now
It's true I'm a freak
It's time to love you now
And if you want me
I'm falling

[Chorus]
Everyone falls in love sometimes
I don't know 'bout you but it ain't a crime
Neefi let me love you, love you, love you for long time baby
Neefi let me touch you, neefi let me love you 'til the morning, oh
[Post-Chorus]
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me touch you
Mmm, ah, mmm, ah, mmm, if you let me love you
Mmm, ah, mmm, ah, mmm, if you let me love you, yeah",240.084,-V9ZUZaa0vk,real,,0,0.19971875,False
real_00740,Weston Road Flows,Drake,2016,"[Intro]
One of dem ones—right

[Verse]
Weston Road Flows, I did this shit for my nigga Renny
Back when we couldn't buy pizza cause we were down to pennies
Feel like we go back a century, run in the store for Centuries
Then bring it back to your brother, man, we had to respect it
He was wavy, doin' mixtapes out of your basement
He let us hit the weed on occasion for entertainment
Then he would leave us at the house and go out on a mission
We probably would've got in less trouble just goin' with him
Feel like I never say much but, man, there's a lot to know
Feel like the difference between us really startin' to show
I'm lookin at they first week numbers like, ""What are those?""
I mean, you boys not even coming close
I gave niggas like you a reason for celebration
You number one and I'm Eddie Murphy, we tradin' places
Look in the mirror, I'm closer than I really appear
Creepin' like Chilli without the tender, love, and care
No tender love and care, no love and affection
I got a price on my head but there's a risk in collecting
I might be here as a vessel to teach people a lesson
Feel like they wanted me dead but couldn't pull it together
Yeah, but here we are and it's a new semester
40 the only one that know how I deal with the pressure
A couple nights where it started to feel like the feelings fadin'
A lot of problems that can't be fixed with a conversation
Your best day is my worst day, I get green like Earth Day
You treat me like I'm born yesterday, you forgot my birthday
You don't be scorin' perfect
You don't be workin' like how we be workin'
You platinum like wrappers
On Hershey's boy, that shit is worthless
You get the message over and over like it was urgent
And then act like you ain't heard it when you see me in person
The only thing I did to end up here was put the work in
And did it with a purpose
Used to have secret handshakes to confirm my friendships
Nowadays, they just shakin' my hand to hide the tension
A lot of people just hit me up when my name is mentioned
Shout out to KD, we relate, we get the same attention
It's rainin' money, Oklahoma City Thunder
The most successful rapper 35 and under
I'm assumin' everybody's 35 and under
That's when I plan to retire, man, it's already funded
Yeah, I brought your wifey out to Saint Martin
She violated, I sent her back where it all started
How quick they are to forget about their bachelor apartment
Leave it to niggas like you to show em' light in the darkness
Told my momma that I found a lady in the east
Cancun, when I got signed, they upgraded the suite
Don Julio in the freezer that they gave us for free
I get you all you can eat, just have some patience with me
You wouldn't tell me you loved me, started seein' Monique
Last time I heard from Monique, T-Minus was makin' beats
I used to hit the corner store to get to Tahiti Treat
Now the talk at the corner store is I'm TBE
The best ever, don't ever question, you know better
But shit ain’t always how it seems when it’s sewn together
Yeah, I let that last line breathe, it take a second to get it
Weston Road flows, my confidence level gettin' settled
Don't get hyped for the moment then start to backpedal
Don't let your newfound fame fool you
Or cloud up your judgement to talk loosely, I really do this
Been flowin' stupid since Vince Carter
Was on some through the legs arm in the hoop shit
Drinkin' Hpnotiq with Glenn Lewis, I been through it
Y'all was so afraid to lay claim to it
Too busy face screwin' on waste movements
You was ridin' TTC metro, I had the place boomin'
First take Drake, you know I rarely have to take two it
And they still take to it
Big Apple had the white hummer parked right in front of Fluid
And we be walkin' in that bitch like we already knew it
But money can't buy happiness, Jellee talkin' truthful
But I'm happiest when I can buy what I want
Get high when I want
[Outro]
Yeah, that's right, yeah",240.084,HaYpxN1D5aQ,real,,0,5.43096875,False
real_00742,Thought It Was a Drought,Future,2015,"[Intro]
Uh, Wizard
Dirty soda, Spike Lee
White girl, Ice T
Fully loaded AP, yeah

[Chorus]
I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought

[Verse 1]
Bitch, I'ma choose the dirty over you
You know I ain't scared to lose you
They don't like it when you're telling the truth
I'd rather be realer than you
I had to make me a cot
Now I called a contractor to make me a spot
I sold the dope out your house
Now you come to my house, I've got dope in the couch
You know I don't fuck with no rumors
Rocking red bottoms like they Pumas
Got these meds on me, I'ma do 'em
I take these pills and I'm having a thrill
Taking prescription's a hell of a feeling
As for the xanny, I never forgot it
Got 'em begging to call up my phone tryna have a menage
Gotta put up the cash, can't even stay in the house
Cause there’s too much to hide
Whip the four to a nine, gotta pay up the rent, I was too far behind
Fuck I'm too out of time, fuck 'em two at a time
Had to do what I had to do to get where I'm at, niggas know I ain't lying
Niggas know I ain't lying
It's a lot on my mind, it's a lot on my plate
But I never complain
I was working the weight like I came out the gym
I never did train
Put the girl on a train
Strapped a bird on her back, now she came back with change, ayy
[Chorus]
I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought
I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought

[Verse 2]
I strapped the dope to your spouse
The first time I gave her an ounce
I put some free bands in her account
I told her, ""Bitch, can't be running your mouth
Better watch what you say to these niggas
Cause you already know what they 'bout""
Put the game in a choke in a knot
Hit that bitch while I'm choking her out
Put that hook on her, now she got love in the south
I got some purp on me now
Stacking these styrofoams up by the double
They done let me back in, now they know they in trouble
Valet the whip by the front door
On a percocet now and I need me some more
Tell me them lies that you want me to hear
I try to forget, but it's hard to forgive
Take me some codeine and pop me a pill
I pull on a blunt and blow smoke out my ears
I smoke on this blunt, I get high as I can
I float off the Earth in designer
I’m working on having some manners
I’m thinking about it right now
I’m holding the cash while I pour up the lean
Then I put one in the air
[Chorus]
I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought
I just fucked your bitch in some Gucci flip flops
I just had some bitches and I made 'em lip lock
I just took a piss and I seen codeine coming out
We got purple Actavis, I thought it was a drought

[Outro]
Thought it was a drought, thought it, thought it was a drought
We thought it was a drought, we poured an Actavis
Bitch, I'ma choose the dirty over you
You know I ain't scared to lose you
They don't like it when you're telling the truth
I'd rather be realer than you
(Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro
Young Metro, Young Metro, Young Metro)",240.084,W3J9-OvxNpo,real,,0,11.70846875,False
real_00743,Diplomatic Immunity,Drake,2018,"[Verse]
Diplomatic immunity, fuck 'em
All that peace and that unity
All that weak shit'll ruin me, fuck 'em, yeah
'Cause niggas started talkin' to me like I'm slowin' down
Opinions over statistics, of course
Gassed off journalistic
Come at me and all you'll get is the ballistic report
Booked a private room at Wally's, waiter twistin' the cork
I got multi-colored rings like the Olympics, of course
At award shows, cuttin' through the tension, of course
Girls huggin' me then askin' me, ""What scent that is, boy?""
I be walkin' around the Six like I invented it, boy
Yeah, who am I? The do or die
The one with the fewest lies and the truest ties
They try to compare us, but
Like a job straight outta high school there's no you and I
I taught you everything you know, now you got student pride
All factual, I call the house ""the embassy""
The studio ""the chapel"", I hate to travel
I just pulled up on Solána show, the girl's a natural
I knew her way back when Hollywood was international
Yeah, the furthest I've been, that's word to my ends
Word to the flags that belong in the hood of my Benz
Very presidential, I broke all the codes for zonin' in my residential
I broke spirits that I never meant to
My body isn't much of a sacred temple, with vodka and wine
And sleep at the opposite times
Promise shit is gettin' outta line like when you make a stencil
Or gettin' outta line like when you break a pencil
Violatin' the Treaty of Versailles
Champagne is the alias, but no cease and desist in I
I refuse to comply with regulations
I listen to heavy metal for meditation, no silence
Like Sanders on the Detroit Lions
Get a run around and I'll bury you where they won't find ya
Motor City Casino, I'm at the cage with my old license
They tell me ""don't worry, I got your money"" like Osirus
(I'm the Osiris of this shit)
Dirty 30, workin' on me
Tired of women that may tag me in pictures airin' my dirty laundry
Catering is from Giorgio Baldi, Robyn's favorite
Shit is nice, but I prefer Madeo
Calamari rings and tomato
I got the sauce and now shorties keep claimin' preggo
Wakin' up at 6 PM like, ""Where does the day go?""
Forecastin' tornadoes, brainstormin' retaliation at dinner tables
2010 was when I lost my halo
2017 I lost a J. Lo
A Rotterdam trip had me on front page though
I had to lay low, Hot Topic like your everyday clothes
Closed off but I could never stay closed
Billboard awards, I claimed 13 out in Vegas like Sureños
Black excellence, but I guess when it comes to me it's not the same though, all goodie
That just pushed me to do the things we all couldn't
Niggas stakin' out the crib, it's all gravy
Protection that God gave me
Shit is complex like short niggas 'round tall ladies
I gotta watch who I'm talkin' to like it's all-ages
I've seen buddin' careers turn to sit around and talk about other careers, judgin' their peers
Knowledge from niggas who did not contribute to none of this here
Cover my ears, my security government tier
Yeah, advance the venue so we know the exits
Check the guest list
If opps make an appearance at least it's expected
Tell 'em I don't wanna link like a broken necklace
I'll be in better company with my own reflection
Mirror, mirror, on the ceiling of my suite in the Royal Palace
The TV playin' Al Jazeera
Insha'Allah, I hope the mission keeps on gettin' clearer
Whenever, wherever, OVO will always be together like Shakira
[Outro]
I love, I love
I love, I love it
Baby, I",240.084,c57SJmqpp5g,real,,0,14.15534375,False
real_00744,Ginseng Strip 2002,Yung Lean,2013,"[Intro]
2003
Arizona Iced Out Boys
Yung Leandoer, shawty
Emotional boys, 2001
Emotional shawties in this bitch
Makaveli

[Verse 1]
Bitches come and go, brah
But you know I stay
Bitches come and go, brah
But you know I stay
Got my balls licked
By a Zooey Deschanel look-alike cocaine addict
Razor blade to your head
Conflict, I'm a contradicted shit
Peeing on old people's houses is an inflict
2003 shit
This ain't no splitting bills shit
I'ma peel banana skids
While listenin' to R. Kelly's greatest hits
[Chorus]
Yung Lean in the club
For some morphine (Morphine)
Yung Lean up in the club
For some morphine (Morphine)

[Verse 2]
Poppin' pills like zits
While someone vomits on your mosquito tits
Slitting wrists while dark evil spirits like Slytherin
Slither in with tricks, I'm sick
Acid trip makes my spitting sick
And makes me start hitting chicks
Knitting thick, shitting quick, fitting dick
Like transmitting shit with an AIDS stick
Think you're gay as fuck like a fish stick
Tequila shots and salt licks
Getting balls in your face like a free kick
Yung Lean stays motherfuckin' freaky (Bitch)

[Chorus]
Yung Lean in the club
For some morphine (Morphine)
Yung Lean up in the club
For some morphine (Morphine)
[Verse 3]
Rotten teeth like Gargamel
I cast a spell, you keep on tryin' to yell
Bet your dead body stinks worse than my S'well
Well, Lean expels
Diagrams as if they were made in Excel
Fuck fat hoes like Adele
Get my dick stuck inside a lamp shell
Get it out with sperm cells and hair gel
Swim in Mexico, mademoiselle
Point and laugh while he fell
Who's laughing now, now that I'm explosive like Alfred Nobel
Yung Lean only attracts an older clientele
Very well (Bitch) (Yeah)",158.58,lMDNDI8CHIs,real,,0,0.03096875,False
real_00745,Fine Line,Harry Styles,2019,"[Verse 1]
Put a price on emotion
I'm looking for something to buy
You've got my devotion
But man, I can hate you sometimes
I don't want to fight you
And I don't want to sleep in the dirt
We'll get the drinks in
So I'll get to thinking of her

[Chorus]
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line

[Verse 2]
Test of my patience
There's things that we'll never know
You sunshine, you temptress
My hand's at risk, I fold
Crisp trepidation
I'll try to shake this soon
Spreading you open
Is the only way of knowing you
[Chorus]
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be a fine line
We'll be alright
We'll be alright
We'll be a fine line
We'll be a fine line
We'll be alright (Alright, alright, alright)

[Outro]
(We'll be alright)
(We'll be alright)
We'll be alright
We'll be alright
Oh",240.084,Ojp71GGm-LQ,real,,0,43.14659375,False
real_00747,Circle of Life,Carmen Twillie & Lebo M,1994,"[Intro]
Nants ingonyama bagithi Baba
Sithi uhm ingonyama

Nants ingonyama bagithi baba
Sithi uhhmm ingonyama
Ingonyama

Siyo Nqoba
Ingonyama
Ingonyama nengw' enamabala

[Verse 1]
From the day we arrive on the planet
And blinking, step into the sun
There is more to see than can ever be seen
More to do than can ever be done

There is far too much to take in here
More to find than can ever be found
But the sun rolling high
Through the sapphire sky
Keeps great and small on the endless round
[Chorus]
It's the Circle of Life
And it moves us all
Through despair and hope
Through faith and love
'Til we find our place
On the path unwinding
In the circle
The Circle of Life
It's the Circle of Life
And it moves us all
Through despair and hope
Through faith and love
'Til we find our place
On the path unwinding
In the circle
The Circle of Life",240.084,GibiNy4d4gc,real,,0,0.43596875,False
