Language,Model,Platform,Singer,Title,Url,SingFake_Set,Bonafide Or Deepfake,Created At,is_test_A,is_test_B
Mandarin,unknown,youtube,A-Mei,AI翻唱 AI張惠妹《流沙》cover 陶喆 ai cover 愛情好像流沙 我不掙扎 隨它去吧 我不害怕 AI张惠妹 高音質 純享版 ai song 320kbps - YouTube,https://www.youtube.com/watch?v=qpMBS6F08Gk,,deepfake,1708302992910.0,False,False
Mandarin,unknown,youtube,A-Mei,AI翻唱 AI張惠妹《一場遊戲一場夢》cover 王傑 ai cover 為什麼道別離 又說什麼在一起 AI张惠妹 高音質 純享版 ai song 320kbps - YouTube,https://www.youtube.com/watch?v=o2ie9pblRNc,,deepfake,1708302969661.0,False,False
Mandarin,unknown,youtube,A-Mei,【AI张惠妹】《亲爱的，那不是爱情》 - YouTube,https://www.youtube.com/watch?v=MJIKHokFe2w,,deepfake,1707893684057.0,False,False
Mandarin,unknown,youtube,A-Mei,AI翻唱 AI張惠妹《淚橋》cover 伍佰 ai cover 就像站在烈日驕陽大橋上 眼淚狂奔滴落在我的臉龐 AI张惠妹 高音質 純享版 ai song 320kbps - YouTube,https://www.youtube.com/watch?v=0ry3k8h49Xc,,deepfake,1707893671874.0,False,False
Mandarin,unknown,youtube,A-Mei,AI翻唱 AI張惠妹《反方向的鐘》cover 周杰倫 ai cover 穿梭時間的畫面的鐘 從反方向 開始移動 AI张惠妹 高音質 純享版 ai song 320kbps - YouTube,https://www.youtube.com/watch?v=vhBifVHLdMM,,deepfake,1707893613357.0,False,False
Mandarin,unknown,youtube,A-Mei,AI翻唱 AI張惠妹《楓》cover 周杰倫 ai cover 緩緩飄落的楓葉像思念 我點燃燭火溫暖歲末的秋天 AI张惠妹 高音質 純享版 ai song 320kbps - YouTube,https://www.youtube.com/watch?v=17JCRQzhHds,,deepfake,1707893465624.0,False,False
Mandarin,unknown,youtube,A-Mei,【AI张惠妹】《枫》cover 周杰伦 - YouTube,https://www.youtube.com/watch?v=0oKCM9OjJV8,,deepfake,1707892984079.0,False,False
Mandarin,unknown,youtube,A-Mei,【AI张惠妹】《流沙》cover 陶喆 - YouTube,https://www.youtube.com/watch?v=-xQgUbgJd5g,,deepfake,1707892959548.0,False,False
Mandarin,unknown,youtube,A-Mei,【AI張惠妹】《楓》Cover. 周杰倫 - YouTube,https://www.youtube.com/watch?v=oQlY8NWie0g,,deepfake,1707892939629.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 聽海 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=mLk61pfiHQ0,,bonafide,1711414490056.0,False,False
Mandarin,,youtube,A-Mei,張惠妹-我可以抱你嗎 官方MV - YouTube,https://www.youtube.com/watch?v=oj3NFUBO1U8,,bonafide,1711414499080.0,False,False
Mandarin,unknown,youtube,A-Mei,【AI張惠妹】Letting Go Cover.蔡健雅 - YouTube,https://www.youtube.com/watch?v=MEhnVlbxG5c,,deepfake,1707892900214.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 趁早 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=oufUB3LTjMQ,,bonafide,1711421377083.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 聽你聽我 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=L8DyqVFH6Bo,,bonafide,1711421795038.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 灰姑娘 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=NE6XESO6jwg,,bonafide,1711421755420.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 康定情歌 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=7NQWnRM_osI,,bonafide,1711421736995.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 一想到你呀 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=W51yU6cyj7Y,,bonafide,1711421700589.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 讓每個人都心碎 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=H_MWLl44a7w,,bonafide,1711421668763.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 站在高崗上 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=i-bu47QpWWc,,bonafide,1711414529092.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 三天三夜 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=NFHb0OwmE-0,,bonafide,1711421612943.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 原來你什麼都不要 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=rT4FqOwn-rs,,bonafide,1711421557156.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 解脫 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=jUMdoUV7VL4,,bonafide,1711421537768.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 牽手 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=yw4brt787zg,,bonafide,1711421637642.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 哭不出來 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=TN4zgS5gEzw,,bonafide,1711421474607.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - BAD BOY 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=FCNVAWwh9CQ,,bonafide,1711421494843.0,False,False
Mandarin,,youtube,A-Mei,張惠妹 A-Mei - 剪愛 官方MV (Official Music Video) - YouTube,https://www.youtube.com/watch?v=ZH9k3643BH8,,bonafide,1711421512093.0,False,False
Cantonese,unknown,youtube,Anita_Mui,AI人工智能 梅艳芳 跟唱 谁能明白我 - cover 林子祥 - YouTube,https://www.youtube.com/watch?v=Og7y1VtGHzQ,,deepfake,1702446653081.0,False,False
Cantonese,unknown,youtube,Anita_Mui,梅艷芳 Anita AI - 尋愛 cassette mix | Plastic Love 廣東話版 - YouTube,https://www.youtube.com/watch?v=nBtrXoP08aI,,deepfake,1702446225846.0,False,False
Cantonese,unknown,youtube,Anita_Mui,是但求其爱 AI梅艳芳 #AI翻唱 #AI梅艳芳 #粤语 - YouTube,https://www.youtube.com/watch?v=GQodFN1B-l0,,deepfake,1702446253146.0,False,False
Cantonese,unknown,youtube,Anita_Mui,风继续吹 AI梅艳芳 #AI翻唱 #AI梅艳芳 #粤语 - YouTube,https://www.youtube.com/watch?v=xqBKb0WoJrQ,,deepfake,1702446265029.0,False,False
Mandarin,unknown,youtube,Anita_Mui,没那么简单 AI梅艳芳 #AI翻唱 #AI梅艳芳 #粤语 - YouTube,https://www.youtube.com/watch?v=0U-ve6OEbWc,,deepfake,1702446316096.0,False,False
Cantonese,unknown,youtube,Anita_Mui,AI人工智能 梅艳芳 跟唱 海阔天空 - cover Beyond 黄家驹 - YouTube,https://www.youtube.com/watch?v=XKGb6eDAcRQ,,deepfake,1702446706801.0,False,False
Cantonese,unknown,youtube,Anita_Mui,梅艷芳 Anita AI - 青春常駐 | Original by 張敬軒 - YouTube,https://www.youtube.com/watch?v=SevFXwrchq8,,deepfake,1702446173263.0,False,False
Mandarin,,youtube,Anita_Mui,梅艷芳Anita Mui - 女人花 Flowery Woman (Official HD Remastered Video) (梅艷芳ANITA電影歌曲) - YouTube,https://www.youtube.com/watch?v=gCvoEQfgq9c,,bonafide,1711499058230.0,False,False
Cantonese,,youtube,Anita_Mui,梅艷芳 Anita Mui - 心債 - 電視劇《香城浪子》主題曲 (Official Audio) - YouTube,https://www.youtube.com/watch?v=6ng0BfZQHHA,,bonafide,1711499100202.0,False,False
Cantonese,,youtube,Anita_Mui,"Shi Shi Gu Ren Lai (Dian Ying ""Shuang Zhuo"" Zhu Ti Qu) - YouTube",https://www.youtube.com/watch?v=iuMewtge6c4,,bonafide,1711499077622.0,False,False
Cantonese,unknown,youtube,Anita_Mui,AI梅艷芳 COVER 李克勤 月半小夜曲 - YouTube,https://www.youtube.com/watch?v=kkGHCHBm44Y,,deepfake,1702446106166.0,False,False
Mandarin,,youtube,Anita_Mui,梅艳芳《一生爱你千百回》 - YouTube,https://www.youtube.com/watch?v=7w2eXOSk12Q,,bonafide,1711499037283.0,False,False
Cantonese,,youtube,Anita_Mui,梅艷芳 Anita Mui - 似水流年 (Official Music Video) - YouTube,https://www.youtube.com/watch?v=gnYpl2Ef3f4,,bonafide,1711498997173.0,False,False
Cantonese,,youtube,Anita_Mui,梅艷芳 Anita Mui - 夕陽之歌 (Official Music Video) - YouTube,https://www.youtube.com/watch?v=XnNIPXT9YvE,,bonafide,1711498963414.0,False,False
Cantonese,,youtube,Anita_Mui,梅艷芳 Anita Mui - 赤的疑惑 (Official Music Video) - YouTube,https://www.youtube.com/watch?v=Nq0EN9R9weI,,bonafide,1711499117787.0,False,False
Cantonese,unknown,youtube,Anita_Mui,梅艷芳 Anita AI - 陀飛輪 | Original by 陳奕迅 and cover by 何韻詩 - YouTube,https://www.youtube.com/watch?v=i8dyVG90QlE,,deepfake,1702446088133.0,False,False
Cantonese,unknown,youtube,Anita_Mui,无条件 AI梅艳芳 #AI翻唱 #AI梅艳芳 #粤语 - YouTube,https://www.youtube.com/watch?v=DbCA9vItXtY,,deepfake,1702446278113.0,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande A.I - My Heart Will Go On (Celine Dion A.I Cover),https://youtube.com/watch?v=o9B3QfDXzpE,,deepfake,,False,False
English,,youtube,Ariana Grande,Ariana Grande Problem Live @ Dangerous Woman Tour in Rio - YouTube,https://www.youtube.com/watch?v=QBRqtmcgQvE,,bonafide,1711590844528.0,False,False
English,,youtube,Ariana Grande,Ariana Grande “Thinking Bout You” Live - YouTube,https://www.youtube.com/watch?v=pMbFYrHqNq8,,bonafide,1711590851499.0,False,False
English,,youtube,Ariana Grande,Ariana Grande - The Light Is Coming ft. Nicki Minaj [Live at Wango Tango 2018] - YouTube,https://www.youtube.com/watch?v=yk6_CC_Nvmk,,bonafide,1711590880010.0,False,False
English,,youtube,Ariana Grande,Ariana Grande live in Seattle - YouTube,https://www.youtube.com/watch?v=QV4nnzQv37Y,,bonafide,1711590889619.0,False,False
English,,youtube,Ariana Grande,Ariana Grande -Love Me Harder&Breathin | DVD Sweetener World Tour Live [HD] - YouTube,https://www.youtube.com/watch?v=MsOyeBsEyRI,,bonafide,1711590902569.0,False,False
English,,youtube,Ariana Grande,LIVE CONCERT!! Ariana Grande - Everyday ft. Future | VEVO 2017 | new song !! - YouTube,https://www.youtube.com/watch?v=jKnwLx1ZvN0,,bonafide,1711590912268.0,False,False
English,,youtube,Ariana Grande,Ariana Grande - Sweetener (live) - YouTube,https://www.youtube.com/shorts/WzPmjANRH1A,,bonafide,1711590920809.0,False,False
English,,youtube,Ariana Grande,Ariana Grande - No Tears Left To Cry - LIVE Vocal Showcase! Coachella 2018 - YouTube,https://www.youtube.com/watch?v=Yqy3O0MkqyI,,bonafide,1711590947494.0,False,False
English,,youtube,Ariana Grande,Ariana Grande - Broken Promises (Audio) - YouTube,https://www.youtube.com/watch?v=ucFbEPZLIaA,,bonafide,1711590957268.0,False,False
English,,youtube,Ariana Grande,Ariana Grande Imagine My Favorite Things 7 Rings Thank U Next Live - YouTube,https://www.youtube.com/shorts/Cp2XatOy0dU,,bonafide,1711590986722.0,False,False
English,,youtube,Ariana Grande,Positions - Ariana Grande (Lyrics) - YouTube,https://www.youtube.com/shorts/O1w8L5Aug0c,,bonafide,1711591122278.0,False,False
English,unknown,youtube,Ariana Grande,JVKE - golden hour ( Ariana Grande AI Cover ),https://youtube.com/watch?v=F6JjCVKtTd4,,deepfake,,False,False
English,,youtube,Ariana Grande,Ariana Grande - consequences (lyric video) | (One Last Time Remix) - YouTube,https://www.youtube.com/watch?v=dy65nTyQjDM,,bonafide,1711591145629.0,False,False
English,,youtube,Ariana Grande,Ariana Grande — The Way (Acoustic Sessions) - YouTube,https://www.youtube.com/watch?v=558MjVTaaGI,,bonafide,1711591157412.0,False,False
English,,youtube,Ariana Grande,Ariana Grande MUSIC COMPILATION #shorts - YouTube,https://www.youtube.com/shorts/-jTkb_joiuE,,bonafide,1711591165631.0,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Can't Help Falling In Love (AI cover),https://youtube.com/watch?v=EXIRtSwCuSg,,deepfake,,False,False
English,,youtube,Ariana Grande,Ariana Grande - God Is A Woman (The Distance & George Grey Remix) - YouTube,https://www.youtube.com/watch?v=zqT5dTfCmxA,,bonafide,1711591182092.0,False,False
English,unknown,youtube,Ariana Grande,Training Season Ariana Grande Ai (Dua Lipa),https://youtube.com/watch?v=tiBibL4L9Iw,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,ARIANA GRANDE - GUSTO NG BUMITAW (AI COVER),https://youtube.com/watch?v=TZck8uGKVBY,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,bad at love (ariana A.I cover),https://youtube.com/watch?v=TZ_KFqlxZ-M,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Bring Me To Life (AI Cover Evanescence),https://youtube.com/watch?v=ubmAjj_NzmQ,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,september (ariana AI cover collab),https://youtube.com/watch?v=ejGhqeM1KXA,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Die For You (Solo Version),https://youtube.com/watch?v=EBhfZ72JJmU,,deepfake,,False,False
English,,youtube,Ariana Grande,Ariana Grande -Sweetener | DVD Sweetener World Tour Live [HD] - YouTube,https://www.youtube.com/watch?v=Bv4KRs9yPxY,,bonafide,1711590837686.0,False,False
English,unknown,youtube,Ariana Grande,[AI Cover] Ariana Grande - Starboy (The Weeknd),https://youtube.com/watch?v=ULEdS5nMFH0,,deepfake,,False,False
English,,youtube,Ariana Grande,Ariana Grande -Raindrops + God Is A Woman | DVD Sweetener World Tour Live [HD] - YouTube,https://www.youtube.com/watch?v=FEwahHzMiz0,,bonafide,1711590830403.0,False,False
English,,youtube,Ariana Grande,Ariana Grande - Tattooed Heart (Live from London) (Filtered Mic Feed) - YouTube,https://www.youtube.com/watch?v=qj30weXRdls,,bonafide,1711590824170.0,False,False
English,unknown,youtube,Ariana Grande,die for you (remix) but Ariana sings the final chorus (alternate version),https://youtube.com/watch?v=nQWHqmCc6tA,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,"The Weeknd, Ariana Grande - One of The Girls (AI Cover)",https://youtube.com/watch?v=9IiIIv7lAmo,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande Water (Tyla AI) - BEST VERSION,https://youtube.com/watch?v=l0eiCF10VeY,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,"Ariana Grande, The Weeknd, JENNIE - One Of The Girls (Ai cover)",https://youtube.com/watch?v=kT7mV-LclSo,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande AI - Perfect,https://youtube.com/watch?v=kSeIGh9et58,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,The Weeknd - Call Out My Name (Ariana Grande - Cover AI),https://youtube.com/watch?v=K-kgROQu_Ns,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Party In The USA /AI cover (Miley Cyrus),https://youtube.com/watch?v=KB-XZaMGbVE,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Who Says /AI cover (Selena Gomez),https://youtube.com/watch?v=JWw4icDqJsA,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande & TOMORROW X TOGETHER - Tinnitus (wanna be a rock) - AI cover mashup,https://youtube.com/watch?v=OyK22PElhr4,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Jiafei song (野花香) (Ariana Grande AI Cover),https://youtube.com/watch?v=jq_SwEF_Dk8,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,The Weeknd & Ariana Grande - A Lonely Night [AI Cover],https://youtube.com/watch?v=JIK0g6Hrf8w,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Attention( Ai Cover ),https://youtube.com/watch?v=pkxlu3jnqK8,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Virgos Groove - Ariana Grande Ai彡 - Slowed Reverb,https://youtube.com/watch?v=IRwxEguF_tE,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,"The Weeknd, Michael Jackson, Ariana Grande - Die For You (AI Cover)",https://youtube.com/watch?v=i0XR9gkUX18,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Justin Timberlake ft. Ariana Grande - Drown (AI Cover),https://youtube.com/watch?v=qKK0LZlrtOA,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Attention - Ariana Grande (ft. Charlie Puth) [Official Video] (AI cover),https://youtube.com/watch?v=H8oqT1Z-yuk,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Titanium (AI Cover) | Sia,https://youtube.com/watch?v=7jdqeAbkrOE,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Make It Shine - Ariana Grande AI (Victorious Cover),https://youtube.com/watch?v=H3EboeLc_q0,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Bad Bunny ft Ariana Grande – Moscow Mule,https://youtube.com/watch?v=-r-Ig5dKXjw,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande [AI] - Sorry Not Sorry (Demi Lovato),https://youtube.com/watch?v=GH68XRF9bvo,,deepfake,,False,False
English,,youtube,Ariana Grande,"Ariana Grande Performs ""God Is A Woman"" | MTV VMA | Live Performance - YouTube",https://www.youtube.com/watch?v=DmBSQpeeoP4,,bonafide,1711590793938.0,False,False
English,unknown,youtube,Ariana Grande,Drake & Ariana Grande - Teenage Fever (AI COVER),https://youtube.com/watch?v=SVWPapzoJYI,,deepfake,,False,False
English,,youtube,Ariana Grande,"""bloodline"" Ariana Grande (Live from ""sweetener tour"") - YouTube",https://www.youtube.com/watch?v=jJrDBgd3OlY,,bonafide,1711590810521.0,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande My heart will go on (AI Cover),https://youtube.com/watch?v=syZfzYlToOA,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande Ai - Bad Habits by Ed Sheeran,https://youtube.com/watch?v=_Duw0Xndznc,,deepfake,,False,False
English,,youtube,Ariana Grande,Ariana Grande performs Dangerous Woman at © MTV MOVIE AWARDS - YouTube,https://www.youtube.com/watch?v=VkRg9WMzlUA,,bonafide,1711590800037.0,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Glimpse of Us [AI COVER],https://youtube.com/watch?v=2Yg2lEiYXcI,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande AI - DJ Got Us Fallin' In Love (ft. Pop Smoke AI) (Cover of Usher),https://youtube.com/watch?v=2Q5wqvEeSUM,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,The Weeknd & Ariana Grande - Blinding Lights (Remix),https://youtube.com/watch?v=-ZC5NNJ9VTQ,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,selfish (ariana A.I cover),https://youtube.com/watch?v=3Rh0zxs2Xo0,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Soap - Ariana Grande (AI cover),https://youtube.com/watch?v=AcXUfv4xmUE,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Travis Scott x Ariana Grande Reminder AI Cover (The Weeknd),https://youtube.com/watch?v=_accJETmkv8,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,"[AI COVER] Jessie J, Ariana Grande, Nicki Minaj - SET ME FREE (Original by TWICE)",https://youtube.com/watch?v=BGDLqJ7_wSc,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Carly Rae Jepsen & Ariana Grande - Call Me Maybe (AI Cover/Remix),https://youtube.com/watch?v=4-vuolR_xp4,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande Ai - Easy On Me by Adele,https://youtube.com/watch?v=BULhHzEdJx4,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Beyoncé & Ariana Grande  - Halo (Cover) 2024,https://youtube.com/watch?v=cAxgpdxCYVs,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Demi Lovato - Heart Attack ft. Ariana Grande (AI Cover),https://youtube.com/watch?v=cDWPu9ZP6d0,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Baby One More Time (AI cover),https://youtube.com/watch?v=zYGNVdRervg,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Sweet But Psycho Ai Cover 🔥🫢 #lalals #voiceai #musician #ai,https://youtube.com/watch?v=cUsecmsR0qA,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,"Ariana Grande AI, Nicki Minaj AI - Party Rock Anthem (ft. Doja Cat AI) (Cover of LMFAO)",https://youtube.com/watch?v=VUQSjK7rQCA,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande AI (ft. Selena Gomez AI) - Somebody That I Used To Know (FULL AI COVER),https://youtube.com/watch?v=D5zc-Q12txQ,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,I will always love you- Ariana Grande AI.,https://youtube.com/watch?v=D7c1yJDT6Q4,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Ariana Grande - Blind (AI Cover),https://youtube.com/watch?v=z_N4Vy5MeE0,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,bts & paradise ft Ariana grande AI,https://youtube.com/watch?v=V8m8nEg6YAc,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,Sweet but Psycho - (Ariana Grande AI),https://youtube.com/watch?v=vchF21tc3VE,,deepfake,,False,False
English,unknown,youtube,Ariana Grande,"Perfect but it's ""Ariana Grande"" (AI Cover)",https://youtube.com/watch?v=1XqFbaSW3q8,,deepfake,,False,False
Mandarin,,youtube,Aska_Yang,聽說愛情回來過 - YouTube,https://www.youtube.com/watch?v=6RXs2twsJ4M,,bonafide,1711496993989.0,False,False
Mandarin,,youtube,Aska_Yang,楊宗緯 Aska Yang - 其實都沒有 (Official Music Video) - YouTube,https://www.youtube.com/watch?v=JWIOULj0fxE,,bonafide,1711497017715.0,False,False
Mandarin,unknown,youtube,Aska_Yang,【AI音乐】AI杨宗纬【水星記】纯享版高品质（持续更新）cover.郭顶 - YouTube,https://www.youtube.com/watch?v=7a_ZKD7tUC4&list=PLU9IfQaxnUfWMS_airX13-bnk-1bEX-lr&index=3,,deepfake,1701322446719.0,False,False
Mandarin,,youtube,Aska_Yang,[ENG SUB] 宸汐缘 Love and Destiny OST- 楊宗緯 Aska Yang 是緣 It's Fate - YouTube,https://www.youtube.com/watch?v=Gg0LxbKFNYw,,bonafide,1711497150769.0,False,False
Mandarin,,youtube,Aska_Yang,#追光吧 杨宗纬《流浪记》 - 单曲纯享《我是歌手》I AM A SINGER【歌手官方音乐频道】 - YouTube,https://www.youtube.com/watch?v=TWjp0mg0EUY,,bonafide,1711497084765.0,False,False
Mandarin,,youtube,Aska_Yang,楊宗緯 Aska Yang【洋蔥】Official Music Video - YouTube,https://www.youtube.com/watch?v=78NED_I0lU0,,bonafide,1711497054254.0,False,False
Mandarin,,youtube,Aska_Yang,楊宗緯 Aska Yang【越過山丘—致 李宗盛先生 Over The Hills】（詞曲：高曉松）HD 高清官方完整版 MV - YouTube,https://www.youtube.com/watch?v=RF9PLIOrSWM,,bonafide,1711497105299.0,False,False
Mandarin,unknown,youtube,Aska_Yang,【AI音乐】AI杨宗纬【体面】纯享版高品质（持续更新）cover于文文 - YouTube,https://www.youtube.com/watch?v=akBCuPER7SA&list=PLU9IfQaxnUfWMS_airX13-bnk-1bEX-lr&index=2,,deepfake,1701322427529.0,False,False
Mandarin,unknown,youtube,Aska_Yang,【AI音乐】AI杨宗纬【新写的旧歌】纯享版高品质（持续更新）cover李宗盛 - YouTube,https://www.youtube.com/watch?v=T-n67gPwh8c&list=PLU9IfQaxnUfWMS_airX13-bnk-1bEX-lr,,deepfake,1701322415006.0,False,False
Cantonese,unknown,youtube,BEYOND,家駒 無盡 清唱 AI Cover|KaKui AI Cover 無盡副歌部分 (原唱: Supper Moment) - YouTube,https://www.youtube.com/watch?v=L5S5ckmvDZM,,deepfake,1702447056201.0,False,False
